Chto vklyucheno v kontseptsiiu obrazovatel'noy programmy?;Obrazovatelnaya programma – eto kompleks osnovnyh harakteristik obrazovaniya (obem, soderzhanie, celi, planiruemye rezultaty), organizacionno-pedagogicheskih uslovij i form attestacii, kotoryj predstavlen v vide predmetnoj nagruzki programmy, uchebnogo plana, kalendarnogo uchebnogo grafika, rabochih programm uchebnyh predmetov (sillabusov), inyh komponentov, a takzhe ocenochnyh i metodicheskih materialov.
Kak vy by oharakterizovali obrazovatel'nuyu programmu?;Obrazovatelnaya programma – eto kompleks osnovnyh harakteristik obrazovaniya (obem, soderzhanie, celi, planiruemye rezultaty), organizacionno-pedagogicheskih uslovij i form attestacii, kotoryj predstavlen v vide predmetnoj nagruzki programmy, uchebnogo plana, kalendarnogo uchebnogo grafika, rabochih programm uchebnyh predmetov (sillabusov), inyh komponentov, a takzhe ocenochnyh i metodicheskih materialov.
Kakovy klyuchevye komponenty obrazovatel'noy programmy?;Obrazovatelnaya programma – eto kompleks osnovnyh harakteristik obrazovaniya (obem, soderzhanie, celi, planiruemye rezultaty), organizacionno-pedagogicheskih uslovij i form attestacii, kotoryj predstavlen v vide predmetnoj nagruzki programmy, uchebnogo plana, kalendarnogo uchebnogo grafika, rabochih programm uchebnyh predmetov (sillabusov), inyh komponentov, a takzhe ocenochnyh i metodicheskih materialov.
Chto soderzhit obrazovatelnaya programma?;Obrazovatelnaya programma – eto kompleks osnovnyh harakteristik obrazovaniya (obem, soderzhanie, celi, planiruemye rezultaty), organizacionno-pedagogicheskih uslovij i form attestacii, kotoryj predstavlen v vide predmetnoj nagruzki programmy, uchebnogo plana, kalendarnogo uchebnogo grafika, rabochih programm uchebnyh predmetov (sillabusov), inyh komponentov, a takzhe ocenochnyh i metodicheskih materialov.
Kakie polozhitel'nye cherty obrazovatel'noy programmy?;Obrazovatelnaya programma – eto kompleks osnovnyh harakteristik obrazovaniya (obem, soderzhanie, celi, planiruemye rezultaty), organizacionno-pedagogicheskih uslovij i form attestacii, kotoryj predstavlen v vide predmetnoj nagruzki programmy, uchebnogo plana, kalendarnogo uchebnogo grafika, rabochih programm uchebnyh predmetov (sillabusov), inyh komponentov, a takzhe ocenochnyh i metodicheskih materialov.
Chto predstavlyaet soboy struktura obrazovatel'noy programmy?;Obrazovatelnaya programma – eto kompleks osnovnyh harakteristik obrazovaniya (obem, soderzhanie, celi, planiruemye rezultaty), organizacionno-pedagogicheskih uslovij i form attestacii, kotoryj predstavlen v vide predmetnoj nagruzki programmy, uchebnogo plana, kalendarnogo uchebnogo grafika, rabochih programm uchebnyh predmetov (sillabusov), inyh komponentov, a takzhe ocenochnyh i metodicheskih materialov.
Kakie printsipy osnovyvayut obrazovatel'nuyu programmu?;Obrazovatelnaya programma – eto kompleks osnovnyh harakteristik obrazovaniya (obem, soderzhanie, celi, planiruemye rezultaty), organizacionno-pedagogicheskih uslovij i form attestacii, kotoryj predstavlen v vide predmetnoj nagruzki programmy, uchebnogo plana, kalendarnogo uchebnogo grafika, rabochih programm uchebnyh predmetov (sillabusov), inyh komponentov, a takzhe ocenochnyh i metodicheskih materialov.
Chto vkhodit v obrazovatel'nuyu programmu?;Obrazovatelnaya programma – eto kompleks osnovnyh harakteristik obrazovaniya (obem, soderzhanie, celi, planiruemye rezultaty), organizacionno-pedagogicheskih uslovij i form attestacii, kotoryj predstavlen v vide predmetnoj nagruzki programmy, uchebnogo plana, kalendarnogo uchebnogo grafika, rabochih programm uchebnyh predmetov (sillabusov), inyh komponentov, a takzhe ocenochnyh i metodicheskih materialov.
Что представляет собой образовательная программа?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Какова сущность образовательной программы?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Чем является образовательная программа?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Какие особенности у образовательной программы?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
В чем заключается смысл образовательной программы?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Каково определение образовательной программы?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Что включает в себя образовательная программа?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Какие аспекты включают в себя образовательные программы?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Какие характеристики свойственны образовательной программе?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Какие элементы составляют образовательную программу?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Хочу узнать об образовательной пограмме совего предмета;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Что включает в себя образовательная программа?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Как можно описать суть образовательной программы?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Какие характерные черты образовательной программы?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Почему образовательная программа важна?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Как вы бы охарактеризовали образовательную программу?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Что составляет основу образовательной программы?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Какие аспекты включены в образовательные программы?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Какие принципы лежат в основе образовательной программы?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Какие элементы определяют образовательную программу?;Образовательная программа – это комплекс основных характеристик образования (объем, содержание, цели, планируемые результаты), организационно-педагогических условий и форм аттестации, который представлен в виде предметной нагрузки программы, учебного плана, календарного учебного графика, рабочих программ учебных предметов (силлабусов), иных компонентов, а также оценочных и методических материалов.
Как узнать, когда начинаются учебные семестры, экзамены?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Как определить старт учебных семестров и экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Как узнать временные рамки учебных сессий и экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Когда начинаются учебные полугодия и периоды экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Как узнать точные даты начала учебных семестров и экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Когда начинаеться университет?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Когда начинаеться занятие у нас в университете?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Как узнать о начале учебных семестров и периодов экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Когда начинаются учебные полугодия и сессии с экзаменами?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Как определить временные рамки учебных семестров и экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Когда стартуют учебные периоды и периоды проведения экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Как узнать даты начала учебных полугодий и экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Когда начинаются учебные семестры и периоды сдачи экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Как определить время начала учебных периодов и экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Как узнать, когда стартуют учебные сессии и периоды проведения экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Когда начинаются учебные полугодия и периоды экзаменационных сессий?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Как определить временные рамки начала учебных семестров и экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Когда стартуют учебные периоды и сессии с экзаменами?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Как узнать о начале учебных семестров и периодов проведения экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Когда начинаются учебные сессии и периоды экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
Как определить даты начала учебных семестров и экзаменов?;Расписание обучения, даты промежуточного и итогового/дополнительного экзаменов в начале каж­дого семестра определяются приказом ректора на основании «Инструкции по управлению учеб­ным процессом в Грузинском техническом университете». Информация в начале учебного года будет доступна на сайте университета https://gtu.ge, факультета https://gtu.ge/Ims/, в соответствующих группах на фейсбук https://www.facebook.com/gtu.ge  и https://www.facebook.com/GTUims, в том числе в группе русскоязычной образовательной программы «Информатика»  https://www.facebook.com/groups/416275060159273.
"	Kak uznat, kogda nachinayutsya uchebnye semestry, ekzameny?";Raspisanie obucheniya, daty promezhutochnogo i itogovogo/dopolnitelnogo ekzamenov v nachale kazh¬dogo semestra opredelyayutsya prikazom rektora na osnovanii «Instrukcii po upravleniyu ucheb¬nym processom v Gruzinskom tehnicheskom universitete». Informaciya v nachale uchebnogo goda budet dostupna na sajte universiteta https://gtu.ge, fakulteta https://gtu.ge/Ims/, v sootvetstvuyushih gruppah na fejsbuk https://www.facebook.com/gtu.ge  i https://www.facebook.com/GTUims, v tom chisle v gruppe russkoyazychnoj obrazovatelnoj programmy «Informatika» https://www.facebook.com/groups/416275060159273 
How to find out when the academic semesters begin, and exams take place?;Raspisanie obucheniya, daty promezhutochnogo i itogovogo/dopolnitelnogo ekzamenov v nachale kazh¬dogo semestra opredelyayutsya prikazom rektora na osnovanii «Instrukcii po upravleniyu ucheb¬nym processom v Gruzinskom tehnicheskom universitete». Informaciya v nachale uchebnogo goda budet dostupna na sajte universiteta https://gtu.ge, fakulteta https://gtu.ge/Ims/, v sootvetstvuyushih gruppah na fejsbuk https://www.facebook.com/gtu.ge  i https://www.facebook.com/GTUims, v tom chisle v gruppe russkoyazychnoj obrazovatelnoj programmy «Informatika» https://www.facebook.com/groups/416275060159273 
How can one determine the start of academic semesters and the commencement of exams?;Raspisanie obucheniya, daty promezhutochnogo i itogovogo/dopolnitelnogo ekzamenov v nachale kazh¬dogo semestra opredelyayutsya prikazom rektora na osnovanii «Instrukcii po upravleniyu ucheb¬nym processom v Gruzinskom tehnicheskom universitete». Informaciya v nachale uchebnogo goda budet dostupna na sajte universiteta https://gtu.ge, fakulteta https://gtu.ge/Ims/, v sootvetstvuyushih gruppah na fejsbuk https://www.facebook.com/gtu.ge  i https://www.facebook.com/GTUims, v tom chisle v gruppe russkoyazychnoj obrazovatelnoj programmy «Informatika» https://www.facebook.com/groups/416275060159273 
